bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,
34909,The Dragon Doesn't Live Here Anymore: Living Fully  Loving Freely,Alan Cohen,4.27,449908402,9.78E+12,eng,416,179,16,08-03-1993,Ballantine Books,
34918,The Voyage of the Jerle Shannara Trilogy (Voyage of the Jerle Shannara  #1-3),Terry Brooks,4.27,1416502041,9.78E+12,en-GB,1260,87,4,05-01-2005,Pocket Books,
35228,New Threads in the Pattern: The Great Hunt  Part 2 (Wheel of Time  #2-2),Robert Jordan/Charles Keegan,4.27,765348446,9.78E+12,eng,464,299,6,01-05-2004,Starscape,
35329,The Body Remembers: The Psychophysiology of Trauma and Trauma Treatment,Babette Rothschild,4.27,393703274,9.78E+12,eng,208,1506,45,10/17/2000,W. W. Norton  Company,
38399,Introduction to Superstrings and M-Theory,Michio Kaku/Joseph L. Birman/H. Eugene Stanley/J.W. Lynn/M.P. Silverman/M. Voloshin,4.27,387985891,9.78E+12,eng,587,216,2,7/30/1999,Springer,
38529,Bite Me If You Can (Argeneau #6),Lynsay Sands,4.27,60774126,9.78E+12,eng,384,17950,465,1/30/2007,Avon,
39307,The Forbidden (Vampire Huntress  #5),L.A. Banks,4.27,312940025,9.78E+12,eng,490,2133,42,6/27/2006,St. Martin's Paperbacks,
40502,Once A Warrior King: Memories of an Officer in Vietnam,David Donovan,4.27,345479076,9.78E+12,en-US,352,413,24,07-12-1986,Ballantine,
40630,How Europe Underdeveloped Africa,Walter Rodney/Vincent Harding,4.27,882580965,9.78E+12,eng,312,2088,96,01-01-1981,Howard University Press,
41460,Voting Rights Days (Hitty's Travels  #3),Ellen Weiss/Betina Ogden,4.27,689849125,9.78E+12,eng,75,10,2,03-01-2002,Aladdin Paperbacks,
41918,There are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz,4.27,385265565,9.78E+12,eng,323,12092,837,01-05-1992,Anchor Books,
42933,Tai-Pan (Asian Saga  #2),James Clavell,4.27,440184622,9.78E+12,eng,734,39315,778,09-01-2009,Dell,
43780,Vampire Chronicles: Interview with the Vampire  The Vampire Lestat  The Queen of the Damned (Anne Rice),Anne Rice/Robert O'Keefe/F. Murray Abraham/Michael York/Kate Nelligan/David Purdham,4.27,679410503,9.78E+12,eng,9,10350,120,11/17/1992,Random House Audio,
43841,When Christ and His Saints Slept  (Henry II and Eleanor of Aquitaine  #1),Sharon Kay Penman,4.27,345396685,9.78E+12,eng,784,12022,648,02-06-1996,Ballantine Books,
43961,The Letters of Vita Sackville-West and Virginia Woolf,Louise DeSalvo/Mitchell Alexander Leaska/Vita Sackville-West/Virginia Woolf,4.27,1573441961,9.78E+12,eng,480,1133,37,9/30/2004,Cleis Press,
44233,Judas Pig,Horace  Silver,4.27,1904316344,9.78E+12,eng,345,63,9,07-01-2004,Do-Not Press,
44296,Your Child's Self-Esteem: Step-by-Step Guidelines for Raising Responsible  Productive  Happy Children,Dorothy Corkille Briggs,4.27,385040202,9.78E+12,en-US,368,184,29,6/15/1988,Harmony,
45354,The Legacy of Sovereign Joy: God's Triumphant Grace in the Lives of Augustine  Luther  and Calvin (The Swans Are Not Silent  #1),John Piper,4.27,1581348134,9.78E+12,eng,158,839,65,08-11-2006,Crossway Books,
822,The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.26,60733357,9.78E+12,en-US,815,19320,565,6/14/2005,William Morrow Paperbacks,
1052,The Richest Man in Babylon,George S. Clason,4.26,451205367,9.78E+12,eng,194,76451,3400,02-01-2008,Berkley Books,
1053,The Richest Man in Babylon,George S. Clason,4.26,1419349996,9.78E+12,eng,4,86,15,6/17/2005,Recorded Books  Inc.,
1301,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,393324818,9.78E+12,eng,317,85094,4155,3/17/2004,W. W. Norton  Company,
1491,Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,4.26,674995333,9.78E+12,mul,528,27,5,2/15/1995,Loeb Classical Library,
1848,Wild Swans: Three Daughters of China,Jung Chang,4.26,743246985,9.78E+12,eng,562,73572,4280,08-12-2003,Simon  Schuster,
1888,Pride and Prejudice,Jane Austen,4.26,192802380,9.78E+12,eng,333,2399,253,02-11-2004,Oxford University Press,
1889,Pride & Prejudice,Jane Austen/Vivien Jones,4.26,143036238,9.78E+12,eng,392,1821,210,09-01-2005,Penguin Books,
1891,Pride and Prejudice,Jane Austen/George Saintsbury/Hugh  Thomson,4.26,486440915,9.78E+12,eng,476,1146,166,05-05-2005,Dover Publications,
1893,Pride and Prejudice,Jane Austen/Carol Howard,4.26,1593083246,9.78E+12,eng,392,1628,171,9/20/2004,Barnes  Noble Classics,
2923,Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,4.26,156001454,9.78E+12,eng,272,5437,830,2/17/1995,Mariner Books,
3155,Drina Goes on Tour,Jean Estoril/Mabel Esther Allan,4.26,750002468,9.78E+12,eng,188,112,7,10/20/1991,Simon and Schuster,
3587,Sherlock Holmes: The Unauthorized Biography,Nick Rennison,4.26,871139472,9.78E+12,eng,304,29,6,10-11-2006,Atlantic Monthly Press,
3635,The Dream Giver,Bruce H. Wilkinson/David Kopp/Heather Harpham Kopp,4.26,159052201X,9.78E+12,eng,157,5044,316,09-03-2003,Multnomah Books,
4477,Complications: A Surgeon's Notes on an Imperfect Science,Atul Gawande/Susanne Kuhlmann-Krieg,4.26,312421702,9.78E+12,eng,270,33828,2237,04-01-2003,Picador USA,
4524,The Shadow of the Wind,Carlos Ruiz Zafón/Lucia Graves,4.26,753819317,9.78E+12,eng,403,1278,175,10/28/2004,Phoenix,
4641,The Short Stories,Ernest Hemingway,4.26,684837862,9.78E+12,en-US,464,219,21,7/25/2002,Scribner Classics,
5255,Collected Stories  1891-1910,Edith Wharton/Maureen Howard,4.26,1883011930,9.78E+12,eng,928,56,8,1/29/2001,Library of America,
5770,The Design and Implementation of the 4.3BSD UNIX Operating System,Samuel J. Leffler/Marshall Kirk McKusick/Michael J. Karels,4.26,201061961,9.78E+12,eng,471,27,2,06-01-1989,Addison Wesley Publishing Company,
7230,The Wounded Healer: Ministry in Contemporary Society,Henri J.M. Nouwen,4.26,232521026,9.78E+12,eng,100,8024,317,11-01-1994,Darton  Longman & Todd,
7707,Pygmalion & My Fair Lady,George Bernard Shaw/Alan Jay Lerner,4.26,451530098,9.78E+12,eng,240,14962,61,03-07-2006,Signet,
8804,The Burgess Animal Book for Children,Thornton W. Burgess/Louis Agassiz Fuertes,4.26,486437450,9.78E+12,eng,275,478,30,09-10-2004,Dover Publications,
9529,The Shadow of the Wind (The Cemetery of Forgotten Books  #1),Carlos Ruiz Zafón/Lucia Graves,4.26,753820250,9.78E+12,eng,520,6726,1018,10-05-2005,Phoenix Press,
9763,Wild Swans: Three Daughters of China,Jung Chang,4.26,7176155,9.78E+12,eng,666,1832,214,04-05-2004,Harper Perennial,
10108,The Autobiography of Henry VIII: With Notes by His Fool  Will Somers,Margaret George,4.26,312194390,9.78E+12,eng,939,24108,822,9/15/1998,Griffin,
11130,The Chronicles of Narnia CD Box Set,C.S. Lewis/Kenneth Branagh,4.26,694524751,9.78E+12,eng,31,202,24,10/26/2004,HarperFestival,
11136,The Chronicles of Narnia (The Chronicles of Narnia  #1-7),C.S. Lewis/Pauline Baynes,4.26,60765453,9.78E+12,eng,766,1131,53,10/15/2005,HarperEntertainment,
11656,Rabbit Angstrom: The Four Novels,John Updike,4.26,679444599,9.78E+12,eng,1520,1512,148,10/17/1995,Everyman's Library,
12427,Letters: Summer 1926,Boris Pasternak/Marina Tsvetaeva/Rainer Maria Rilke,4.26,940322714,9.78E+12,eng,380,179,16,10/31/2001,NYRB Classics,
12851,The Best Stories of Fyodor Dostoevsky,Fyodor Dostoyevsky/David Magarshack,4.26,345481267,9.78E+12,eng,352,110,6,7/26/2005,Modern Library,
12852,The Best Short Stories,Fyodor Dostoyevsky/David Magarshack,4.26,375756884,9.78E+12,eng,320,2711,89,2/13/2001,Modern Library,
13588,Hikaru no Go  Vol. 7: The Young Lions Tournament (Hikaru no Go  #7),Yumi Hotta/Takeshi Obata,4.26,1421506416,9.78E+12,eng,205,1144,18,07-05-2006,VIZ Media LLC,
13595,ヒカルの碁 7、若獅子戦,Yumi Hotta/Yumi Hotta,4.26,4088728734,9.78E+12,jpn,208,9,2,06-07-2000,集英社,
13598,ヒカルの碁 13、プロ第一戦,Yumi Hotta/Yumi Hotta,4.26,4088731441,9.78E+12,jpn,195,11,2,08-08-2001,集英社,
13614,Death Note  Vol. 8: Target (Death Note  #8),Tsugumi Ohba/Takeshi Obata/Tetsuichiro Miyaki,4.26,1421506297,9.78E+12,eng,201,16983,428,11-07-2006,VIZ Media LLC,
13831,Alanna: The First Adventure (Song of the Lioness  #1),Tamora Pierce,4.26,689878559,9.78E+12,eng,274,101059,3815,01-01-2005,Simon Pulse,
14186,The Collected Stories of Philip K. Dick 3: Second Variety,Philip K. Dick/John Brunner,4.26,806512261,9.78E+12,eng,414,3135,75,04-01-2002,Citadel,
14467,The Best Short Stories of O. Henry,O. Henry/Bennett Cerf/Van H. Cartmell,4.26,679601228,9.78E+12,eng,368,3551,133,1/16/2000,Modern Library,
14891,A Tree Grows in Brooklyn,Betty  Smith,4.26,61120073,9.78E+12,eng,496,345283,16114,5/30/2006,HarperCollins Publishers,
14911,Pride and Prejudice,Jane Austen,4.26,070898228X,9.78E+12,eng,533,18,5,12-01-1984,Charnwood,
14914,Pride and Prejudice,Jane Austen/Pat Rogers,4.26,521825148,9.78E+12,eng,540,56,7,07-01-2006,Cambridge University Press,
14945,Moments of Being: A Collection of Autobiographical Writing,Virginia Woolf/Jeanne Schulkind,4.26,156619180,9.78E+12,eng,230,1729,121,8/23/1985,Mariner Books,
14948,A Writer's Diary,Virginia Woolf/Leonard Woolf,4.26,156027917,9.78E+12,eng,355,3345,133,3/31/2003,Mariner Books,
16114,A Dance to the Music of Time: 3rd Movement (A Dance to the Music of Time  #7-9),Anthony Powell,4.26,226677176,9.78E+12,eng,715,1289,83,5/31/1995,University of Chicago Press,
16193,Declarations of Independence: Cross-Examining American Ideology,Howard Zinn,4.26,60921080,9.78E+12,eng,341,732,25,10/23/1991,Harper Perennial,
16299,And Then There Were None,Agatha Christie,4.26,312330871,9.78E+12,eng,264,625767,18785,05-03-2004,St. Martin's Press,
16390,The Mating Season (Jeeves  #9),P.G. Wodehouse,4.26,1585672319,9.78E+12,eng,272,4616,287,01-01-2002,Harry N. Abrams,
16575,Color Drawing: Design Drawing Skills and Techniques for Architects  Landscape Architects  and Interior Designers,Michael E. Doyle,4.26,471292451,9.78E+12,eng,360,161,3,6/30/1999,Wiley,
16928,The Riverside Milton,John Milton/Roy C. Flannagan,4.26,395809991,9.78E+12,eng,1248,772,19,03-09-1998,Cengage Learning,
17701,More Adventures of the Great Brain (Great Brain  #2),John D. Fitzgerald/Mercer Mayer,4.26,142400653,9.78E+12,eng,160,4850,138,02-09-2004,Puffin Books,
18022,Jeeves and the Mating Season (Jeeves  #9),P.G. Wodehouse/Jonathan Cecil,4.26,1572703199,9.78E+12,eng,7,109,22,04-07-2003,AudioGO,
18089,The Mating Season (Jeeves  #9),P.G. Wodehouse,4.26,1841591076,9.78E+12,eng,272,59,2,9/20/2001,Everyman,
18770,The Modern Mind: An Intellectual History of the 20th Century,Peter Watson,4.26,60084383,9.78E+12,eng,847,588,56,7/23/2002,Harper Perennial,
18846,Virginia Woolf,Hermione Lee,4.26,375701362,9.78E+12,eng,893,2807,113,10-05-1999,Vintage,
18860,The Little Red Lighthouse and the Great Gray Bridge,Hildegarde Hoyt Swift/Lynd Ward,4.26,152045732,9.78E+12,eng,64,2276,101,11-01-2003,Houghton Mifflin Company,
20179,A Higher Justice (The Trials of Kit Shannon #5),James Scott Bell,4.26,764226460,9.78E+12,eng,303,175,18,09-01-2003,Bethany House Publishers,
20677,Literary Criticism  Vol. 1: Essays on Literature / American Writers / English Writers,Henry James/Leon Edel/Mark Wilson,4.26,940450224,9.78E+12,eng,1504,27,4,12-01-1984,Library of America,
21093,What Would You Do? (American Girl Library),Patti Kelley Criswell/Norm Bendell,4.26,1584858745,9.78E+12,en-US,63,77,5,07-01-2004,American Girl Publishing Inc,
21552,The Spenser Collection: Volume I (Spenser  #27-28),Robert B. Parker/Joe Mantegna,4.26,739340190,9.78E+12,en-US,0,77,3,5/30/2006,RH Audio,
21787,The Princess Bride,William Goldman,4.26,345418263,9.78E+12,eng,456,703676,13878,7/15/2003,Ballantine Books,
21803,La princesa prometida,William Goldman,4.26,8427030975,9.79E+12,spa,480,39,7,6/14/2005,Planeta Publishing,
21823,The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,4.26,151730857,9.78E+12,eng,283,460,73,09-01-1973,Harcourt  Brace  Jovanovich,
21928,Time To Hunt (Bob Lee Swagger  #3),Stephen Hunter/Beau Bridges,4.26,055345580X,9.78E+12,eng,0,11,1,5/18/1998,Random House Audio,
22160,And Then There Were None,Agatha Christie/Hugh Fraser,4.26,1572704497,9.78E+12,eng,0,214,49,10/15/2004,Audiogo,
22784,犬夜叉 8,Rumiko Takahashi,4.26,4091252087,9.78E+12,jpn,192,16,0,11/18/1998,小学館,
22789,犬夜叉 24,Rumiko Takahashi,4.26,4091256449,9.78E+12,jpn,192,11,1,12/18/2001,小学館,
23573,The Perfect London Walk,Roger Ebert/Daniel Curley/Jack Lane,4.26,836279298,9.78E+12,eng,123,40,6,01-01-1986,Andrews McMeel Publishing,
23945,William S. Burroughs  Throbbing Gristle  Brion Gysin,V. Vale/Andrea Juno/William S. Burroughs/Throbbing Gristle/Brion Gysin,4.26,1889307157,9.78E+12,eng,140,1290,17,01-10-2008,Re/Search Publications,
24381,His Dark Materials Trilogy (Northern Lights; The Subtle Knife; The Amber Spyglass),Philip Pullman,4.26,439994349,9.78E+12,eng,1016,341,22,11/16/2001,Hippo/Scholastic,
25129,The Ecological Approach to Visual Perception,James J. Gibson,4.26,898599598,9.78E+12,eng,348,139,12,09-01-1986,Psychology Press,
25815,The Rings of Saturn,W.G. Sebald/Michael Hulse,4.26,99448920,9.78E+12,eng,304,419,50,07-01-1995,Vintage,
28061,Situationist International Anthology: Revised and Expanded Edition,Ken Knabb,4.26,939682044,9.78E+12,eng,532,678,11,03-01-2007,Bureau of Public Secrets,
28597,Prometheus Rising,Robert Anton Wilson/Israel Regardie,4.26,1561840564,9.78E+12,eng,284,5394,299,09-01-2010,New Falcon Publications,
29580,Second Foundation (Foundation #3),Isaac Asimov,4.26,553803735,9.78E+12,eng,256,119224,1708,06-01-2004,Bantam Spectra,
29811,Little Pilgrim's Progress: From John Bunyan's Classic,Helen L. Taylor,4.26,802449247,9.78E+12,eng,336,2065,136,02-01-2006,Moody Publishers,
29820,Little Pilgrim's Progress,Helen L. Taylor/John Bunyan,4.26,802449263,9.78E+12,eng,256,212,20,03-08-1989,Moody Publishers,
30262,The Good  the Bad  and the Undead (The Hollows  #2),Kim Harrison,4.26,60572973,9.78E+12,eng,453,54083,1602,1/25/2005,HarperTorch,
30317,Embracing the Love of God: The Path and Promise of Christian Life,James Brian Smith/Richard J. Foster,4.26,60667419,9.78E+12,eng,192,63,8,6/28/1995,HarperOne,
30676,The Act of Creation,Arthur Koestler,4.26,140191917,9.78E+12,en-US,752,365,24,12-07-1990,Arkana/Penguin,
31555,Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran/Sandra Blakeslee/Oliver Sacks,4.26,688172172,9.78E+12,eng,352,15190,532,8/18/1999,William Morrow Paperbacks,
32302,Blame!  Vol. 8,Tsutomu Nihei,4.26,1595328416,9.78E+12,eng,216,762,13,05-01-2007,TokyoPop,
32741,Favorite Tales of Sholom Aleichem,Sholom Aleichem/Ben Shahn/Frances Butwin/Julius Butwin,4.26,517412942,9.78E+12,en-US,692,66,6,11/18/1990,Avenel Books,
35558,The Beatles Illustrated Lyrics,Alan Aldridge/The Beatles,4.26,157912058X,9.78E+12,eng,272,1360,34,05-01-2005,Black Dog & Leventhal Publishers,
36023,Tim Burton: Interviews,Kristian Fraga,4.26,1578067596,9.78E+12,eng,192,103,7,1/22/2010,University Press of Mississippi,
36311,Great Short Works,Edgar Allan Poe/Gary Richard Thompson,4.26,006083093X,9.78E+12,en-US,576,683,13,11/28/1970,Harper Perennial,
36639,A Small Pinch of Weather,Joan Aiken,4.26,6754899,9.78E+12,eng,239,122,11,01-01-2000,HarperCollins Publishers,
37304,Winter Prey (Lucas Davenport  #5),John Sandford,4.26,425141233,9.78E+12,eng,400,35806,503,03-01-1994,Berkley,
37420,The Short Stories of Ernest Hemingway,Ernest Hemingway,4.26,20518609,9.78E+12,eng,499,113,12,03-01-1987,Scribner Classics,
37751,BFF*: Just As Long As We're Together / Here's to You  Rachel Robinson (*Best Friends Forever),Judy Blume,4.26,385734077,9.78E+12,eng,512,479,64,3/27/2007,Delacorte Books for Young Readers,
38337,Black Hole  tome 4 : Reine des lézards,Charles Burns,4.26,2840558874,9.78E+12,fre,64,19,1,10/21/2002,Delcourt,
38461,Tell Me How Long the Train's Been Gone,James Baldwin,4.26,375701893,9.78E+12,eng,496,2162,144,2/17/1998,Vintage,
39105,Love Poems,Nikki Giovanni,4.26,688149898,9.78E+12,eng,96,1743,134,2/14/1997,William Morrow,
40130,Leonardo da Vinci: Obra pictorica completa y obra grafica,Frank Zöllner/Johannes Nathan/Frank Zöllner,4.26,3822817341,9.78E+12,spa,696,56,4,02-01-2003,Taschen,
41573,The BFG: A Set of Plays,Roald Dahl/David Wood,4.26,142407925,9.78E+12,eng,128,518,48,02-01-2007,Puffin Books,
43046,Jack London Illustrated: The Call of the Wild/White Fang/The Sea-Wolf/40 Short Stories,Jack London,4.26,517309807,9.78E+12,eng,761,20,1,10-02-1993,Random House Value Publishing,
43073,Who Was Anne Frank?,Ann Abramson/Nancy Harrison,4.26,448444828,9.78E+12,eng,103,1953,293,1/18/2007,Penguin Workshop,
43081,Marching Powder: A True Story of Friendship  Cocaine  and South America's Strangest Jail,Rusty Young/Thomas McFadden,4.26,312330340,9.78E+12,eng,400,11121,522,05-01-2004,St. Martin's Griffin,
43082,Marching Powder,Rusty Young,4.26,330419587,9.78E+12,eng,371,906,94,07-01-2004,Pan MacMillan,
43548,The Roses of No Man's Land,Lyn Macdonald,4.26,014017866X,9.78E+12,eng,320,293,36,09-07-1993,Penguin UK,
45486,His Dark Materials (His Dark Materials  #1-3),Philip Pullman,4.26,375847227,9.78E+12,eng,933,2656,260,04-10-2007,Alfred A. Knopf,
45490,His Dark Materials Omnibus (His Dark Materials),Philip Pullman,4.26,375947221,9.78E+12,eng,944,70,9,04-10-2007,Knopf Books for Young Readers,
45607,Las Crónicas de Narnia,C.S. Lewis/Margarita E. Valdes/Gemma Gallart/Pauline Baynes,4.26,61199001,9.78E+12,spa,816,186,11,11-07-2006,HarperCollins Espanol,
816,Cryptonomicon,Neal Stephenson,4.25,60512806,9.78E+12,eng,1139,83184,4249,11-01-2002,Avon,
2307,Collected Stories  1911-1937,Edith Wharton/Maureen Howard,4.25,1883011949,9.78E+12,eng,848,55,9,1/29/2001,Library of America,
2815,The Glorious Impossible,Madeleine L'Engle/Giotto di Bondone,4.25,671686909,9.78E+12,eng,64,367,38,9/30/1990,Simon & Schuster Children's Publishing,
2855,A Short History of Decay,Emil M. Cioran/Richard Howard,4.25,1559704640,9.78E+12,eng,186,1771,99,9/15/1998,Arcade Publishing,
3130,Runaway Bride,Deborah  Gordon,4.25,380777584,9.78E+12,eng,390,8,0,9/28/1994,Avon,
3368,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,4.25,321344758,9.78E+12,en-US,201,7736,641,8/28/2005,New Riders Publishing,
3417,Caesar's Women (Masters of Rome  #4),Colleen McCullough,4.25,380710846,9.78E+12,eng,943,5423,157,02-01-1997,Avon,
3997,The Great House of God,Max Lucado,4.25,849942985,9.78E+12,eng,240,1101,58,10/31/2001,Thomas Nelson,
5413,'Salem's Lot,Stephen King/Jerry N. Uelsmann,4.25,385516487,9.78E+12,eng,594,84123,571,11-01-2005,Doubleday,
5550,Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman,Richard P. Feynman/Michelle Feynman,4.25,738206369,9.78E+12,en-US,512,1874,93,04-05-2005,Basic Books,
5805,V for Vendetta,Alan Moore/David   Lloyd,4.25,1401207928,9.78E+12,eng,296,234954,4058,11-01-2005,Vertigo,
6069,Achilles in Vietnam: Combat Trauma and the Undoing of Character,Jonathan Shay,4.25,684813211,9.78E+12,en-US,272,1130,110,10-01-1995,Scribner,
6438,A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,David Foster Wallace,4.25,316919896,9.78E+12,eng,353,722,110,02-01-1997,Little  Brown,
6748,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,David Foster Wallace,4.25,316925284,9.78E+12,eng,353,27674,2030,02-02-1998,Back Bay Books,
7126,The Count of Monte Cristo,Alexandre Dumas/Robin Buss,4.25,140449264,9.78E+12,eng,1276,647271,14249,5/27/2003,Penguin Classics,
7127,The Count of Monte Cristo,Alexandre Dumas/Brantley Johnson/Margaret Brantley,4.25,743487559,9.78E+12,eng,620,193,26,05-01-2004,Simon  Schuster,
7131,The Count of Monte Cristo,Alexandre Dumas/Lorenzo Carcaterra,4.25,037576030X,9.78E+12,eng,1462,9921,586,06-11-2002,Modern Library,
7331,Letters from Father Christmas,J.R.R. Tolkien/Baillie Tolkien,4.25,618512659,9.78E+12,eng,111,7043,767,11/15/2004,Mariner Books,
8127,Anne of Green Gables (Anne of Green Gables  #1),L.M. Montgomery,4.25,451528824,9.78E+12,eng,320,625759,13883,05-06-2003,Signet Book,
8134,Anne of Green Gables,L.M. Montgomery/Barbara Caruso,4.25,1419326961,9.78E+12,en-US,9,69,17,01-01-2005,Recorded Books  Inc.,
8614,The Spice and Herb Bible,Ian Hemphill/Kate Hemphill,4.25,778801462,9.78E+12,eng,606,155,16,9/14/2006,Robert Rose,
8682,Jitterbug Perfume,Tom Robbins,4.25,1842430351,9.78E+12,eng,342,54516,2721,04-09-2001,No Exit Press,
8967,Trials of Death (Cirque Du Freak  #5),Darren Shan,4.25,316000957,9.78E+12,eng,202,24590,525,1/18/2008,Little  Brown Books for Young Readers,
9516,Persepolis: The Story of a Childhood (Persepolis  #1),Marjane Satrapi/Mattias Ripa,4.25,037571457X,9.78E+12,eng,153,144121,8131,06-01-2004,Pantheon,
9577,PanAroma: Jitterbug Perfume,Tom Robbins/Nikolaus Hansen,4.25,3499156717,9.78E+12,ger,556,59,4,12-05-1985,Rowohlt Verlag,
10232,Pathologies of Power: Health  Human Rights and the New War on the Poor,Paul Farmer/Amartya Sen,4.25,520243269,9.78E+12,eng,438,3994,212,11/22/2004,University of California Press,
11320,The Captain's Verses,Pablo Neruda/Donald Devenish Walsh,4.25,811215806,9.78E+12,mul,151,4494,160,7/19/2004,New Directions Publishing Corporation,
11514,L'Éveil d'Endymion II,Dan Simmons,4.25,2266106341,9.78E+12,fre,410,19,0,07-06-2000,Pocket,
11574,The Body,Stephen King/Robin Waterfield,4.25,582418178,9.78E+12,eng,80,29670,974,12/20/1999,Penguin Books,
11619,The Poems of Emily Dickinson,Emily Dickinson/R.W. Franklin,4.25,674018249,9.78E+12,eng,690,475,39,10-01-2005,Belknap Press,
11862,Teach Them Diligently: How to Use the Scriptures in Child Training,Lou Priolo,4.25,1889032204,9.78E+12,eng,162,317,40,09-01-2000,Timeless Texts,
12070,Good Omens: The Nice and Accurate Prophecies of Agnes Nutter  Witch,Terry Pratchett/Neil Gaiman,4.25,60853972,9.78E+12,eng,384,5036,582,08-07-2007,William Morrow / Harper,
12071,Buenos Presagios: las buenas y ajustadas profecías de Agnes La Chalada,Terry Pratchett/Neil Gaiman,4.25,159497098X,9.78E+12,spa,318,104,14,4/25/2005,Norma Editorial,
12172,Memoirs of Hadrian,Marguerite Yourcenar/Grace Frick,4.25,374529264,9.78E+12,eng,347,10455,660,5/18/2005,Farrar  Straus and Giroux,
12202,The Poetry of Robert Frost: The Collected Poems  Complete and Unabridged,Robert Frost/Edward Connery Lathem,4.25,805069860,9.78E+12,eng,607,1392,67,04-01-2002,Owl Books,
12293,Education as My Agenda: Gertrude Williams  Race & the Baltimore Public Schools,Jo Ann Ooiman Robinson,4.25,031229543X,9.78E+12,eng,336,4,1,10/14/2005,Palgrave Macmillan,
12570,A Confederate General from Big Sur / Dreaming of Babylon / The Hawkline Monster,Richard Brautigan,4.25,395547032,9.78E+12,en-US,608,1724,103,02-04-1991,Mariner Books,
12652,Cat in the Dark (Joe Grey  #4),Shirley Rousseau Murphy,4.25,61059471,9.78E+12,en-US,320,723,36,11-03-1999,Avon,
13414,Ancilla to the Pre-Socratic Philosophers,Kathleen Banks Freeman/Hermann Alexander Diels,4.25,674035011,9.78E+12,eng,172,46,7,08-08-2003,Harvard University Press (Cambridge),
13422,The Presocratic Philosophers,Geoffrey S. Kirk/John Earle Raven/Malcolm Schofield,4.25,521274559,9.78E+12,eng,518,692,26,12/29/1983,Cambridge University Press,
13596,ヒカルの碁 15、さよなら,Yumi Hotta/Yumi Hotta,4.25,4088732154,9.78E+12,jpn,211,289,8,12/24/2001,集英社,
13743,Crest of the Stars 3: Return to a Strange World  (Seikai no Monshou  #3),Hiroyuki Morioka,4.25,1598165771,9.78E+12,eng,203,128,3,05-01-2007,TokyoPop,
14479,Amelia Bedelia Helps Out,Peggy Parish/Lynn Sweat,4.25,60511117,9.78E+12,eng,64,7764,67,1/18/2005,Greenwillow Books,
16630,Steppenwolf Theatre Company : Twenty-Five Years of an Actor's Theater,Victor Skrebneski,4.25,1570715831,9.78E+12,eng,144,8,2,12-01-2000,Sourcebooks,
16992,Kingdom Come,Mark Waid/Alex Ross/Elliot S. Maggin,4.25,1563893304,9.78E+12,eng,231,47513,1000,10-01-1997,DC Comics,
18962,Hands Collected: The Books of Simon Perchik,Simon Perchik/David Baratier,4.25,188635085X,9.78E+12,eng,566,4,0,01-01-2000,Pavement Saw Press,
19144,Prodigal Blues,Gary A. Braunbeck/Deena Warner,4.25,1587671093,9.78E+12,eng,304,221,28,05-01-2006,Cemetery Dance Publications,
19399,The Unmasking of Oscar Wilde,Joseph Pearce,4.25,1586170260,9.78E+12,eng,412,112,13,6/15/2005,Ignatius Press,
19780,Complete Guide to OneNote,W. Frederick Zimmerman/Chris Pratley,4.25,1590592166,9.78E+12,eng,412,4,0,11/17/2003,Apress,
20022,The Flood-Tide (Morland Dynasty  #9),Cynthia Harrod-Eagles,4.25,075150646X,9.78E+12,eng,428,318,7,02-01-1986,Little  Brown Book Group,
20525,William James: In the Maelstrom of American Modernism,Robert D. Richardson Jr.,4.25,618433252,9.78E+12,eng,622,353,42,11-09-2006,Houghton Mifflin Harcourt,
20646,Terry Jones' Fairy Tales,Terry Jones/Michael Foreman,4.25,140322620,9.78E+12,eng,160,182,19,06-01-1993,Puffin,
21173,Sarah Bernhardt,Elizabeth Silverthorne/Betty McCollum,4.25,791074587,9.78E+12,eng,136,4,0,01-01-2004,Chelsea House Publishers,
21315,Diary of a Spider,Doreen Cronin/Harry Bliss,4.25,60001534,9.78E+12,en-US,40,8134,292,7/26/2005,HarperCollins,
21874,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Jamie Glover,4.25,61126578,9.78E+12,eng,6,16,1,7/25/2006,HarperAudio,
21895,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Tom Sellwood,4.25,792734750,9.78E+12,en-GB,13,48,19,02-01-2005,Audiogo,
21906,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Jamie Glover,4.25,60759259,9.78E+12,eng,6,39,9,1/25/2005,HarperAudio,
